CHAT_ID,SPEAKER_ID,TIME,TEXT
6,4,11:15:55.211,Oho. Oletko nähnyt yhtään Kaurismäen leffoista?
7,0,11:11:13.477,Kuuleeko kukaan?
7,5,11:11:20.812,Jep
7,5,11:13:00.759,<geneerinen mielipide elokuvista>
7,0,11:13:21.867,Mikä leffan katsoit viimeksi?
7,5,11:13:41.327,"Joku avengers, en muista mikä"
7,0,11:14:51.907,Itselläni taisi olla Downton abbey
7,5,11:15:20.610,"Mitä tykkäsit, asteikolla 0-10"
7,0,11:15:40.162,Ehkä joku 8
7,5,11:16:29.584,"Imdbssä 7.7, melko lähellä"
9,6,11:11:00.775,Näin viime viikonloppuna Jokeri elokuvan. Vähän oli hyvä! Mitäs sä pidit?
9,2,11:11:25.760,Oli munki mielestä hyvä!
9,2,11:12:03.900,Mitä mieltä olit päänäyttelijästä?
9,6,11:12:51.392,Katoin klippejä ihmisistä joilla oli oikeesti sellainen nauramis-syndrooma. Joaquin teki omassa roolissaan sen todella autenttisesti!
9,2,11:13:29.266,Mikä tää auramis-syndrooma on?
9,6,11:13:46.759,"Silleen että sua naurattaa vaikka et haluis nauraa. Sellanen ""pakko"" nauru."
9,6,11:13:57.245,Sit niitä ihmisiä sattuu kurkkuun sen jälkeen.
9,2,11:14:33.975,Oli munki mielestä tosi hyvä roolisuoritus
9,6,11:14:39.284,Miksi?
9,2,11:15:43.993,Oli vaan niin uskottava. Välillä vähän liianki uskottava ja alko ahistamaan leffan kattominen
9,6,11:16:35.700,"Semi ehkä muakin. Mut leffasta täytyy silti sanoa, että jotkut kohat siinä oli vähän liioteltuja. Esim se, että Wayne löi sitä jokeria."
10,0,11:21:01.204,Seuraatko jotain urheilua?
10,5,11:21:39.925,"Melko harvoin, ehkä futista joskus. Entä itse?"
10,0,11:22:14.641,Enpä juuri. Maaotteluita ehkä.
10,5,11:23:08.069,Jalkapallossa vai missä tahansa lajissa?
10,0,11:23:54.396,Lätkä lähinnä. Joskus myös muitakin.
13,3,11:19:43.935,moi
13,2,11:20:41.652,Moi!
13,3,11:20:56.839,kiinnostaako urheilu=
13,2,11:21:21.506,Joo kiinnostaa kyllä kaikennäkönen urheilu
13,2,11:21:28.844,Entä sua?
13,3,11:22:15.015,"No siis, mä tykkään ite jostain peleistä, mutta sellanen yleisurheilu, itsensäylittämisen meininki, se ei vaan nappaa jotenkin luonnostaan tarpeeksi"
13,3,11:22:39.582,"Mutta siis urheilun seuraaminen, on se välillä oikeen viihdyttävää myös"
13,3,11:23:01.623,"Tyyliin joku MM-lätkä on musta yllättävän viihdyttävää, saan hyvät adrenaliinit"
13,3,11:23:20.535,"Mutta myös joskus vaikka joku futis kanssa, vaikka ei ole mitään omaa suosikkia siellä."
13,2,11:23:47.198,Oon samaa mieltä tosta itsensäsäilyttämisen meiningistä. Vaikee pitää motivaatiota yllä pitkän aikaa
13,3,11:24:14.797,"Niinku vaikka juokseminen, se on vaan kurjaa :D vai?"
13,2,11:24:49.211,Joo just tälläset lenkkeilyt ja salilla käynnit 
14,6,11:17:28.494,Roger Federer on paras tenniksen pelaaja mitä maa päällään kantaa.
14,4,11:19:37.343,Mistä tiedät? Eikö hän ole hävinnyt kenellekään?
14,6,11:20:28.694,"On hävinnyt ja tälläkin kaudella. Mutta kaikki, jotka pelaavat häviävät joskus."
14,4,11:21:12.803,Niin kai se on. Mutta häviääkö hän harvemmin kuin muut?
14,6,11:21:18.837,Joo.
14,6,11:21:31.405,Nyt Federer on voittamassa Baselin ATP turnausta.
14,6,11:21:39.405,Haluatko kuulla miksi Federer on niin hyvä?
14,4,11:21:48.106,Oletko itse pelannut? Milloin viimeksi?
14,6,11:22:06.504,"Olen, pari kuukautta sitten. En ole yhtä hyvä kuin Federer."
14,4,11:22:42.746,"Et varmaan, jos kerran hän on paras. Mä olen pelannut tasan kerran joskus 5 vuotta sitten."
14,6,11:23:06.680,Mikset oo pelannut enemmän? Tennis on ihana laji.
14,4,11:23:44.012,"Tuntui aika vaikealta, pallot lähti koko ajan yli rajan. Paljonko pitää pelata että alkaa osumaan kenttään?"
14,6,11:24:07.553,Nyt kysyit pahan. Keskimäärin ehkä 2-3 kertaa.
14,4,11:24:41.614,Mikä tenniksessä on ihanaa? Verrattuna esim golfiin tai lätkään?
14,6,11:25:45.050,Jääkiekossa voi joutua nyrkkeilemään. Golfi ei ole kunnollinen urheilulaji. Siinä ei tule hikikään.
15,7,11:20:50.175,"Moi, minkäs urheilulajin ystäviä sä oot?"
15,1,11:22:18.601,En kyllä seuraa kovinkaan monta lajia. Entä sä?
15,7,11:22:51.027,En kyllä aktiivisesti TV:stä seuraa mitään. Pienenä tosin seurailin formuloita kun iskä katto niitä
15,7,11:23:33.490,MM-jäkistäkin tulee katsottua jos joku muu katsoo
15,1,11:24:15.229,Joo monelle käy noin formuloiden kanssa mutta en ymmärrä kuka jaksaa katsoa kun autot ajaa ympyrää.
15,7,11:24:15.412,Jos et harrasta penkkiurheilua niin harrastatko jotain muuta?
15,7,11:24:53.012,Urheilua siis
15,1,11:25:02.572,Käyn salilla ja välillä lenkillä tai pelaamassa sulkapalloa mutta ei kai sitä urheiluksi voida laskea :)
15,7,11:25:11.813,Miten niin :D
16,18,12:07:24.684,Moikka!
16,19,12:07:30.652,Terve.
16,19,12:07:41.948,Mitä söit tänään lounaaksi?
16,18,12:07:55.435,Kvarkin lohivuokaa. Oli aika hirveetä
16,18,12:08:00.747,mitäs ite?
16,19,12:08:25.436,Nuudelia ja pippurihärkää Sellossa
16,19,12:08:35.163,Oli ihan jees
16,18,12:09:01.162,Mitä tykkäät näistä otaniemen ruokaloista?
16,19,12:09:22.907,No nuo teekkariravintolat on aikalailla bannissa. Mau-Kas on hyvä!
16,18,12:09:41.033,Joo kvarkkiin en aio itekkään mennä enää
16,18,12:10:04.937,Sujuuko sulta  ite ruuan laitto?
16,19,12:10:34.331,"Kyllähän se, vaihtelevalla motivaatiolla tulee tehtyä itse lounasta."
16,19,12:11:12.795,"Parin vuoden ajan tein aina sunnuntaisin lounaat töihin, mutta sitten iski taas laiskuus, ja siirryin ravintolaruokaan ;)"
16,19,12:11:16.698,Mitenkäs sulla?
16,18,12:11:36.650,Aika heikosti
16,18,12:12:02.650,Haluisin kyll osata mutta ei motivaatio riitä opetteluun :D 
16,19,12:12:40.169,"Onko sulla jotain tiettyä ""keittiötä""/ruokalajia, mistä pitäisit eniten tuossa kontekstissa?"
16,18,12:13:35.117,Intialaista ruokaa olis kiva osata tehä
16,19,12:14:20.348,"Joo, siitä saa ihan hyviä variaatioita kun osaa mausteiden käytön perusteet"
16,18,12:14:45.979,Onko sulla jotain lempi keittiötä tai ruokalajia?
16,19,12:15:44.665,"No ne vaihtelee aika paljon. Ihan suomalainen liha/kala uppoaa, mutta kyllä myös mm. intialainen, kiinalainen, ym. aasialainen menee oikein mainiosti"
16,19,12:16:32.044,"Intialaisen ruoan itse valmistuksessa on kuitenkin vähän se ongelma, että kämppä rupeaa hasiemaan aika voimakkaasti aina kokatessa, kun mausteet pitää käristää oljyssä :)"
16,18,12:16:59.082,Se on kyllä totta
16,18,12:17:11.562,onko paljon kokemusta intialaisen ruuan tekemisestä?
16,19,12:17:54.252,"No tuosta parista vuodesta, mitä tein omia lounaita, tein jotain intialaista ainakin jonkin puolen vuoden ajan."
16,19,12:18:28.668,Nykyisellään esim. päivälliseksi tulee aika harvoin enää tehtyä. Varmaan jonkinlainen väsähdys tuli siihen.
17,21,12:06:52.400,Moi! Mitäs söit tänään?
17,16,12:07:02.455,Riistapataa. Oli hyvää.
17,16,12:07:14.469,Ja aamupuuron niin kuin joka aamu.
17,16,12:07:22.085,Entä itse?
17,21,12:07:35.293,itsekin yleensä syön aamupuuron mut tänään teki mieli nukkua enemmän
17,21,12:07:40.061,Nallen neljän viljan
17,21,12:07:48.493,lounas taas subway
17,21,12:08:01.518,pikaruokapaikoista kai terveellisin : p
17,16,12:08:15.286,Minä suosin kauraa. Ruis on vähän huono omalle mahalle.
17,21,12:08:32.047,Ai ruiskin? Luulin että vain vehnää piti varoa
17,16,12:08:47.621,Joo subbari on klassikko. Ihan kai pääsee normiruoan tasolle.
17,16,12:09:04.085,"No kai se ruis on ihan terveellistä, jos maha kestää sen hyvin, minulla vain ei kestä."
17,16,12:09:35.062,Otitko päivän subin? Saatko vielä opiskelijahintaan?
17,21,12:09:35.583,Mutta ihan kiva että Otaniemessä on näitä vähän parempiakin lounasravintoloita. Tosin ovat sitten tietty vähän kalliimpiakin.
17,21,12:10:05.280,En ottanut päivän subia. Tais olla se American steak house. Oma suosikki kuitenkin Italian bmt
17,16,12:10:44.789,"En oo vielä koittanut oikein näitä premiumlounaita, paitsi fat lizardissa käytiin kun työpaikka maksoi kerran."
17,21,12:10:55.104,Onko muuten suosikkiravintolaa täällä pääkaupunkiseudulla?
17,16,12:11:08.469,"Haa, no nyt pistit pahan..."
17,16,12:11:45.141,Tulee käytyä sen verran harvoin (paitsi näissä Otskin halvoissa lounaspaikoissa) että ei kyllä mitään suosikkia ehdi tulla...
17,21,12:12:19.359,joo kyllähän se vaatii vähän käyntejä. itse käyn kerran kuussa sellaisessa.. vähän sarjaravintolaa paremmassa
17,21,12:12:37.359,Nyt viimeisin hyvä oli sellainen armenialainen ravintola
17,21,12:12:47.183,kanan maksaa ja sydäntä
17,16,12:13:38.054,"Leppävaarassa oon käyny muutamissa, siellä on ihan hyvä italialainen ja sitten sellainen pihviravintola. Etnisiäkin on moneen lähtöön, mutta niissä on se että ruokaseura ei välttämättä tykkää samoista mauista."
17,21,12:14:12.897,joo se Leppävaaran italialainen on hyvä. Muistatko mikä se pihvipaikan nimi on?
17,16,12:14:20.837,Base
17,21,12:14:21.135,Kokkaatko sitten usein kotona?
17,16,12:15:07.509,"Joka viikonloppu kokkaillaan. Ei olla mestarikokkeja, mutta joku uunilohi, kanaruoat ja sen sellaiset syntyy melko kivuttomasti."
17,21,12:15:37.056,niin kai se hyvä maku tulee pikkuseikoista ja niistä raaka-aineiden laadusta
17,16,12:15:53.174,Joskus haetaan kiinalaisesta ruokaa. Yhdestä annoksesta syö 2-3 täyttä ateriaa. :)
17,21,12:15:56.239,teettekö viikonloppuna valmiiksi sitten arkeen?
17,21,12:16:36.095,missä kiinalaisessa noin isot annokset? : O
17,16,12:16:37.350,"Sitäkin. Ite syön täällä Otskissa lounaat, ja  iltaisin jotain voileipiä, mutta vaimo syö niitä jämiä kyllä."
17,16,12:17:14.613,"Mandarin Palace, suosittelen :) Saa kerätä sellaiseen lokerikkoon, mahtuu siis monen aterian verran ruokaa :)"
17,21,12:17:22.080,itse en kyllä ole oppinut voileipiä syömään. Vaikka sehän on just sellainen ruoka missä itse päättää
17,16,12:17:59.111,Ja jos on 100 % täysjyvää ja iso kerros tomaattia päällä niin kait menee jo terveellisen puolelle :)
17,21,12:18:04.209,onko joku suosikki voileipä?
17,16,12:18:30.694,"Täyskaura, jonka päällä tomaattia ja kalkkunaa"
17,21,12:18:49.775,huolestuin jo että jäikö mysteeriksi :-D mut jes. morjens
17,16,12:19:38.837,Morjens!
18,20,12:06:58.861,"Moi, mikäs on sun lempikeittiö?"
18,15,12:07:35.170,lempikeittiö? öö no intialaisesta oon tykänny sen mitä oon sitä kokeillu
18,15,12:07:39.986,mites sun?
18,20,12:08:22.702,"Japanilainen ja italialainen keittiö on kyl mun suosikkeja, toisaalta thai-ruokakin on hyvää"
18,20,12:09:38.698,Onks sul joku suosikki intialainen rafla?
18,15,12:09:41.838,"ah japanilainen, se on ihan jees :P italialainen on tosin aika vieras mulle, ei oo tullu sitä testattua"
18,15,12:09:51.383,jaa mikä xD
18,20,12:09:57.324,Ravintola?
18,15,12:10:08.585,aa okei
18,15,12:10:14.975,en oo tainnu siel ikin käydä
18,15,12:10:27.345,maharajassa oon käyny useemman kerran ja oon tykänny siitä kovin
18,15,12:11:02.826,ilmeisesti rafla on kans hyvä?
18,15,12:11:13.324,eiku oho xD
18,15,12:11:15.475,nvm
18,20,12:11:21.163,Siis tarkoitin raflalla ravintolaa :DDD
18,15,12:11:25.943,joo tajusin just xD
18,15,12:11:37.937,huomenta vaan sinneki 8D oon melkein hereillä
18,20,12:11:48.826,;D
18,20,12:12:09.723,"Sanoit ettet italialaista oo kokeillu, mut väitäkkö tosissas ettet pizzaa ja pastaa syö? :o"
18,15,12:12:47.316,... oon melkein hereil tänään xD pahoittelen
18,20,12:12:55.515,Hehe :D
18,15,12:12:58.421,hmm en kyl pizzaa pahemmin harrasta
18,15,12:13:17.908,"pastaruokii tulee tehtyä lähinnä koton, käyn niin harvoin ravintoloissa 8D"
18,15,12:13:27.948,"mites, kokkailetko sä minkätyylisiä ruokia?"
18,20,12:14:26.893,"Vähän kaikenlaista tykkään kokeilla, ihan suomiklassikoista italialaiseen ja aasialaiseen. Viimeisimpänä kokeilin tehdä japanilaisia udon-nuudeleita ite"
18,15,12:15:06.612,"oho, udonia, nice. ite joskus kokeilin tehä okonomiyakia"
18,15,12:15:11.640,oyakodonia oon kans tehny
18,15,12:15:22.838,ootko korealaista kokeillu?
18,20,12:15:49.323,"Ooo, ite en oo tehny oyakodonia mutta okonomiyakia joo. Korealaisia ruokia on kans tullu viime aikoina kokeiltua, mm. kimchin tekoa"
18,15,12:16:06.653,"ite oon testannu siltä puolelta vaan bibimbapia tehä, mut jokusen kerran oon päätyny ravintolaan testailemaan sitä"
18,15,12:16:21.700,ah kimchiä :D
18,15,12:16:36.917,tuliko hyvää?
18,20,12:17:31.100,"Bibimpap on tosi jees, Isos Omenas on yks tosi hyvä mesta. Ite sen tekeminen on kyl tosi vaikeeta ku pitäis saada se riisi paistumaan. Kimchistä tuli ihan ok makusta, mut ei yhtä hyvää ku mitä korealaisessa raflassa on saanu. Täytyy koettaa uudella ohjeella"
18,15,12:19:06.800,"oo okei, hyvä tietää :D hmm, en kyl ite erityisemmin paistanu riisiä siihen, lähinnä must oli työlästä kerää ja tehä ne kaikki härpäkkeet siihen :'D"
18,15,12:19:33.762,"okei, no toivottavasti tulee parempaa ens kerral :D"
19,22,12:06:57.341,"Hei, onko joku täälä?"
19,17,12:07:18.083,Juu!
19,22,12:07:50.987,"Ensimmäinen aihe oli ruoka, onko mitään suunnitelmia itsenäisyyteen?"
19,17,12:08:11.011,"Itsenäisyyspäivään, tarkoitat?"
19,22,12:08:13.984,ju
19,17,12:08:44.597,"Juuh, aateltiin pitää ropesessio päivällä ja vetäistä kisakatsomo siihen perään"
19,17,12:08:58.740,"Ruoka on vielä akui, kylläkin :sweat_smile: "
19,17,12:09:05.411,*auki
19,17,12:09:13.220,Mites sulla?
19,22,12:10:28.187,"Tarjoan ruokaa kaveripurokalle, siitä on tullut pieni perinne että syödään hyvää itsenäisyyspäivällä. Tarjotaan hirvipataa :D"
19,17,12:11:00.995,"Uijui, hirvipataa!"
19,17,12:11:14.803,Onko oma hirvi padassa?
19,22,12:12:10.699,"Tavalaan jo, olin mukana ajomiehenä aikaisemmin syksyllä. Saimme ostaa sitä lihaa myöhemmin"
19,17,12:13:16.771,"Mites se siis menee: metsästysseura omistaa ruhon, josta voi ostaa lihaa?"
19,22,12:15:00.331,Meidän tapauksessa metsän omistaja järjesti metsästystapahtuman mihin tuli porukkaa ampumaan hirviä ja peuroja. Niin kaikka eläimet saa omistaja ja metsästäjät tulevat vaan ampumaan
19,17,12:15:47.621,"Aah, käy järkeen :smile: "
19,22,12:16:21.946,"Mikä matsi pelataan perjantaina, en oikestaan seuraa paljo urheilua :P "
19,17,12:16:55.780,Ei mitään käryä :D 
19,17,12:16:59.428,"Mulla taitaa olla vieläkin pakkasessa kimpale peuranlihaa, oliskohan siitä mihinkään.. :thought_balloon: "
19,17,12:17:26.261,Tainnut maata pakkasessa nyt pari vuotta
19,17,12:17:44.195,Uskaltaakohan tuota syödä vielä
19,22,12:18:31.691,"En kyllä syösi xD Ehkä kannataa avata paukkaus ja katto miltä näyttää, saatta olla hyvä vielä. Mutta luulen että ne säilyy maksimisaan vuoden?"
19,17,12:18:53.508,"Ah, auts :D mennee kierrätykseen, siis"
20,22,12:20:40.619,"Hei, mitä musiikkia kuuntelet?"
20,20,12:21:50.635,"Moi, tosi laidasta laitaan. Poppia, rockia, klassista, soundtrackeja, folkia... melkein mitä vaan jos melodia iskee"
20,20,12:22:00.988,Entäs sä?
20,22,12:23:24.508,"viime aikoina paljon pelimusiikkia (esim. Borderlands 3 pelistä) mutta myös elektronista ja metallia. On hyvä että kuuntelee laidasta laitaan, sopii monen ryhmän kanssi siinä tapauksessa. Käytkä myös tapahtumpissa, esim. konserteilla?"
20,20,12:24:57.132,Mä käyn tosi vähän konserteissa ja festareilla en ollenkaan. Yleensä live-tapahtumissa on musa niin kovalla että mulla käy korviin ja tuntuu tosi hölmöltä pitää tulppia korvissa. Nightwish on varmaan ainut bändi jonka keikalle oon ihan varta vasten menny
20,20,12:25:27.197,Muuten livenä kuulee lähinnä muiden tapahtumien ohessa jos siel on esiintymislava
20,20,12:25:40.907,Käytkö ite paljon keikoilla?
20,22,12:27:10.764,"Tänä vuotena kävin Ed Sheeranin konsertilla kesäkuussa ja Alterbridgein konsertilla ehkä kaksi viikkoa sitten. Halusin myös kyädä Nightwishn konsertilla, se olisi kovaa :D Ei kyllä tarvi tuntua hölmöltä kun pitää tulpat korvassa, ei ketään siitä välitä ja kuulo ei pahene, pidän aina tulppia mukana konserteilla :) "
20,20,12:28:11.820,"No joo, lähinnä ite kun kävin siellä Nightwishin konsertissa ja oli tulpat niin en kuullu kyllä Floorin laulusta lähes mitään"
20,20,12:28:28.876,Bassot kyl tuntu luissa ja ytimissä :D
20,22,12:29:27.852,"Sen huomasin myös viime konserilla, pitäisi varmaan ostaa vähä parempia korvatulppia. Nightwish on vaihtanut laulajaa paljon, pidätkö nykyisestä? "
20,20,12:30:23.609,"Joo, on Floor musta parempi ku Anette. Toisaalta Tuomas on säveltäny kyl hyvin kaikille kolmelle laulajalle. Ja enitenhän oikeasti tykkään Marcon laulusta ;)"
20,20,12:30:52.235,Onko sulla suosikkia?
20,22,12:32:24.044,"Ei oikestaan, kaikilla albumeilla on sen oma hyvä puoli :) Yksi asia minkä olen huomannut kun muutin helsinkiin on että pääse paljo helpommin konserteille myös, Vaasassa ei järjestetä yht paljon "
20,20,12:32:57.419,"Varmasti, ei Jyväskyläkään mikään kummoinen keikkakaupunki ole"
20,20,12:33:05.389,Varsinkin jos haluaa nähdä isoja kv-artisteja
20,20,12:33:20.237,Ootko käyny yhtään akustisissa konserteissa?
20,22,12:34:12.029,"ei, mutta pidän paljon jousisoittimista. Pitäisi käydä joskus. Mitä liput maksaa niihin konsertteihin? "
20,22,12:35:02.564,Lempi metallibändini yhdistää violini musiikkia raskaan metallin kanssaa. Se sopii yllättävän hyvin :P 
20,20,12:35:23.773,"Samaa oon ite miettiny, pitäis joskus Musiikkitaloon vaivautua. Oon ymmärtäny että RSO yms harjoittelee päiväsaikaan ja niitä harjoituksia voi mennä aika edullisesti katsomaan"
21,19,12:21:18.318,Moi
21,19,12:22:45.389,Moi
21,15,12:22:46.561,moi
21,19,12:23:19.051,Oletko kuunnellut tänään jotain musiikkia?
21,15,12:23:44.345,hmm en oo tänään kuunnellu mitään
21,15,12:23:48.596,sä?
21,19,12:24:44.396,"Joo, hieman olen työnteon taustalla jotain rauhallista folk/ambienttia"
21,19,12:25:40.461,Kuunteletko ylipäätään musiikkia?
21,15,12:25:44.624,"oh nice, ite tykkään kuunnella housee taustalla usein"
21,15,12:25:57.910,"juu, tuleehan tuota kuunneltua aina välillä"
21,15,12:26:26.094,soitatko muuten ite jotian instrumenttia?
21,19,12:27:17.629,"En soita. Jonkin verran tykkään joitakin melodioita soittaa pianolla/koskettimilla, mutta se on hyvin alkeellista touhua."
21,19,12:27:25.069,Mitenkäs sä?
21,15,12:28:20.078,enpä minäkään. joskus nuorempana kokeilin äiteen pianoa opetella mut ukko nooa oli paras johon sillä pääsin xD
21,19,12:28:57.245,Ei pidä vähätellä. Se on vuosituhansia vanha sävel (poislukien sanoitukset) ;)
21,15,12:29:08.069,huilua oon kans kokeillu mut enpä silläkään hirveesti virheääniä parempaa saa aikaseks :D
21,15,12:29:18.275,:D
21,15,12:29:30.190,onhan seki tietysti enemmän ku ei mitään ;D
21,15,12:29:52.408,"mites, onko joku soitin suosikki mitä tykkäät kuunnella?"
21,15,12:30:04.825,ite tykkään huilusta ja viulusta ehkä eniten
21,19,12:30:16.398,No huilu on kyllä ihan kova. Kantele on myös iskenyt viime aikoina.
21,15,12:31:13.734,"ah kantele, ihan unohtu sen olemassaolo. olin joskus naperona jossain musiikkikurssilla tms mikälie ja siel opeteltiin sitä soittamaan :D"
21,19,12:31:37.646,"Muutamia kertoja olen yrittänyt isän huilulla jotain ääniä saada aikaiseksi, mutta ei kyllä mullakaan soraääniä kummempaa sieltä ulos pihahda :)"
21,15,12:31:52.513,joo se on hankala :'D
21,15,12:32:17.359,varsinki korkeemmat äänet tuppaa aina menee kirkunaks
21,19,12:32:39.278,"Joo, vasta viime vuosina olen alkanut arvostamaan noita ""perinne""-juttuja, joita naperona tuputetaan, eikä niiden arvoa silloin tietenkään mitenkään tajua."
21,15,12:33:33.650,näinhän tuo on
21,15,12:33:58.700,vaikka en välttis vieläkään innostuis nokkahuilusta pahemmin :D
21,19,12:34:02.158,Käytkös usein missään keikoilla tms?
21,15,12:35:22.177,"en oikeestaan, kerran olin jossain konsertissa mut muuten tuppaan välttelee musiikkitapahtumia ku niissä on yleensä niin kova meteli et korviin sattuu. muuten olis varmaan tullu käytyä enemmän"
22,18,12:20:58.491,Moikka!
22,21,12:21:01.536,moi!
22,21,12:21:20.288,no kuuntelitko vielä mitään?
22,21,12:21:25.507,tänään siis
22,18,12:21:45.529,Olisin kuunnellu työmatkalla jos kuulokkeet ei olis hajonnu
22,21,12:22:00.464,no hitsi
22,21,12:22:08.240,Onko töissä toiset?
22,18,12:22:19.049,Onneks on :D 
22,21,12:22:23.280,"itse en työmatkalla kuuntele, enkä aamullakaan mutta aina välillä töissä"
22,18,12:22:38.263,Minkälaista musiikkia kuuntelet?
22,21,12:22:39.648,jotain mistä ei ymmärrä mitään niin voi keskittyä töihin :-D
22,21,12:22:49.744,Sitten kotona suomihittejä
22,21,12:22:57.521,entä sä?
22,18,12:23:36.682,jotain missä ei oo sanoja. Ei pysty muuten itekkään keskittyy töihin
22,21,12:24:12.352,"Kyllä mä sanallisia mut sit kielellä mitä en osaa, eli ei Suomi tai englanti, ruotsikin on nykyisin vähän liian hankala x)"
22,21,12:24:34.672,Onko ihan kaikkia tyylilajeja?
22,18,12:25:26.025,Kun tekee töitä niin jotain mahollisimman tylsää taustamusiikkia mutta muuten kuuntelen aikalailla kaikkia tyylilajeja
22,21,12:25:56.321,ihan sellaista perinteistä hissimusiikkia vai? :-D
22,18,12:26:08.216,just sellasta :D 
22,21,12:26:10.689,Ootko käyny millään festareilla ihan musiikin vuoksi?
22,18,12:26:51.097,En oikeestaan. Ruississa oon joka vuos vaikka siellä ei mitään lempiartisteja oliskaan.
22,18,12:26:56.358,Entä sä?
22,21,12:27:32.950,No mä oon käynyt vaan tuskassa mut sekin ihan vaan koska oli tuska. Mut sieltä kyllä tuli uusi suosikki mukaan eli siinä mielessä ihan kiva
22,18,12:27:49.593,Mikä tää suosikki oli?
22,21,12:27:56.642,Mulle tulee aina niin yllätyksenä jos joku suosikkibändi pitää täällä keikan
22,21,12:28:09.361,beast in black
22,21,12:28:28.945,tai no.. niillä oli se yks hyvä mitä kuuntelen mut se esitys oli ihan jees että jos näkisi livenä uudestaan
22,21,12:29:24.066,"Seuraava festari ehkä vähän kauempana, vähän latistaa fiilistä jos ottaa sinne bussin ja yöksi kotiin "
22,18,12:29:55.721,Vaihtuuks tuskan sijaini joka vuos vai onko eri festarit?
22,21,12:30:12.018,kyl se musta on ollut siellä samassa paikassa.. no kauan
22,21,12:30:22.257,siellä kalasataman luona
22,21,12:30:31.650,ja no samahan se on ruisrockilla
22,21,12:30:55.426,ootko muuten koskaan ostanut musiikkia itsellesi?
22,21,12:31:05.058,levyjä tai yksittäisiä kappaleita
22,18,12:31:17.593,Enpä oikeestaan. Spotifyta käytän
22,18,12:31:31.561,entä ite?
22,21,12:31:37.058,vähän sama. Viimeksi ostin.. jaa-a.. 12v sitten
22,21,12:31:48.450,Spotify ja Youtube
22,21,12:31:59.154,En oikeastaan radiostakaan kuuntele
22,18,12:32:23.449,Spotify on kyllä kätevä
22,18,12:32:31.592,ostaakohan kukaan enää musiikkia muualta?
22,21,12:32:40.098,"jep, maksan kyllä mielelläni ettei ole mainoksiakaan"
22,21,12:32:47.938,jaa-a.. mites applen jutut?
22,21,12:32:51.411,iTunes?
22,21,12:33:20.034,ja kyllähän joku ostaa jos artistit myy platinaa tms :-D
22,18,12:33:36.056,se on kyllä totta
22,18,12:33:53.640,eiks tuolla itunesissa pidä maksaa jokasesta kappaleesta erikseen?
22,21,12:34:11.570,"tais olla, ehkä kokonaisen levyn voi ostaa kerralla?"
22,18,12:34:37.751,kalliiks tulee joka tapauksessa jos haluu kuunnella paljon erilaista musiikkia
